Year,5%,Mean,95%
2015.000000000000,1.020884849950959,1.110087613353907,1.214464775698898
2016.000000000000,1.040534548654836,1.136829794637295,1.251050039560256
2017.000000000000,1.060932976617174,1.166138801213176,1.289023334803417
2018.000000000000,1.079272099583805,1.195275185134895,1.329558641712629
2019.000000000000,1.099178782123515,1.223857843560775,1.373857310713072
2020.000000000000,1.120566689073966,1.253726950259474,1.415059583469086
2021.000000000000,1.142972411518240,1.283470131803174,1.456781771068220
2022.000000000000,1.165054366235245,1.315981986131451,1.501338114484208
2023.000000000000,1.186427868710072,1.346799973679663,1.538984084630744
2024.000000000000,1.205258006688249,1.376803341508790,1.581494072767053
2025.000000000000,1.224146437072668,1.409638531171410,1.626236507810627
2026.000000000000,1.247006610528411,1.441877805869133,1.667999994054060
2027.000000000000,1.271120574034329,1.475212513921877,1.711516606771606
2028.000000000000,1.294156065911475,1.509049321150155,1.756477730936045
2029.000000000000,1.318304949679756,1.543635753919159,1.798085457520598
2030.000000000000,1.340855324913612,1.576928656447998,1.841457708591788
2031.000000000000,1.364782524798977,1.610439137583660,1.886850130282815
2032.000000000000,1.390625815428395,1.644262337545705,1.932285067593028
2033.000000000000,1.410746028102656,1.677874345077882,1.978728279152709
2034.000000000000,1.434906732710465,1.712720129290541,2.024747366122618
2035.000000000000,1.458803203038781,1.747634769551231,2.071520093234028
2036.000000000000,1.483370971007377,1.783015570716804,2.117948977435835
2037.000000000000,1.509067961932949,1.817785200122533,2.162790838643331
2038.000000000000,1.536156714422398,1.853785112254635,2.211017365840531
2039.000000000000,1.563592434096558,1.892334384814826,2.260369028095963
2040.000000000000,1.591664262745650,1.932941125341882,2.312494525338334
2041.000000000000,1.620760393021456,1.973450266159391,2.365856631971749
2042.000000000000,1.648541062751830,2.011311166707666,2.416993986468267
2043.000000000000,1.677784592349830,2.052008843259084,2.471009801609257
2044.000000000000,1.707986856100538,2.094221047221340,2.527432897189275
2045.000000000000,1.738701628011867,2.135517351120816,2.582179874999448
2046.000000000000,1.768256093936051,2.177517119040265,2.638026939004575
2047.000000000000,1.798193459883535,2.219344350420734,2.694732947832076
2048.000000000000,1.832998454535749,2.260737596082856,2.750675288025960
2049.000000000000,1.865793893039676,2.304063947617047,2.812369456745166
2050.000000000000,1.899725504555486,2.348434422882916,2.870155476464876
2051.000000000000,1.933048068694701,2.392893215078979,2.928542183251817
2052.000000000000,1.965051157644961,2.438887476388864,2.987667092535775
2053.000000000000,1.999754676811795,2.486342319342658,3.047965993742485
2054.000000000000,2.033064849700935,2.531059711338016,3.108461599356922
2055.000000000000,2.065260830356760,2.573277659213287,3.168048725848551
2056.000000000000,2.099080157861643,2.619445981769690,3.228513671056879
2057.000000000000,2.131211509309864,2.668121188266821,3.291170377850556
2058.000000000000,2.164340102526420,2.712618401109610,3.352780300818204
2059.000000000000,2.195716360296790,2.757157671234223,3.414799933377497
2060.000000000000,2.228158124833920,2.796679822656410,3.478178363578709
2061.000000000000,2.262279420327623,2.844935016143699,3.543039510719198
2062.000000000000,2.297131054199463,2.893293154377136,3.609132134921337
2063.000000000000,2.319130702963288,2.942002221133615,3.674559273096611
2064.000000000000,2.352932824268902,2.989032509214328,3.739416082404500
2065.000000000000,2.385391020857428,3.036282075382834,3.816983113297242
2066.000000000000,2.415014936354165,3.086115740164978,3.882104829928480
2067.000000000000,2.448551765104575,3.134536202413299,3.945988338543064
2068.000000000000,2.483099379594151,3.180648269569992,4.010491261629053
2069.000000000000,2.516484988351258,3.229456906194137,4.076478093544350
2070.000000000000,2.549009182961678,3.279564756400432,4.144222375255462
2071.000000000000,2.582351789032262,3.329393298298770,4.213888527915627
2072.000000000000,2.615776651182194,3.376201433936301,4.282297223745289
2073.000000000000,2.651925743801677,3.426389032795217,4.352691630971000
2074.000000000000,2.687713186662157,3.478239947790698,4.421785408307782
2075.000000000000,2.726767993712308,3.528473272940276,4.494372530898644
2076.000000000000,2.763976098518172,3.578517490985476,4.567477860001718
2077.000000000000,2.799776056361188,3.629565710474537,4.639567984061869
2078.000000000000,2.835702712026208,3.679307266972911,4.712642366811611
2079.000000000000,2.870909367218017,3.733668901770504,4.785354929785795
2080.000000000000,2.903927306526922,3.784346387431405,4.857812326077518
2081.000000000000,2.937935092390797,3.833343570755811,4.927053896848943
2082.000000000000,2.972805508192564,3.885569436497780,5.000795069974846
2083.000000000000,3.007826203813831,3.939075944367934,5.073203960908221
2084.000000000000,3.043163662024991,3.990479073200595,5.147714959725535
2085.000000000000,3.078831637937154,4.042170397267873,5.221882323931991
2086.000000000000,3.115181913533082,4.093118878262187,5.296121507717337
2087.000000000000,3.151821983825297,4.145186055205340,5.371190230845812
2088.000000000000,3.185777587785457,4.197856046160946,5.446818681046169
2089.000000000000,3.222939556585104,4.249289921253813,5.520999107520806
2090.000000000000,3.259087689096549,4.300077477289500,5.596166370162877
2091.000000000000,3.292139074594131,4.350626709696547,5.667334775848253
2092.000000000000,3.327391451671967,4.401697899327528,5.739795115347174
2093.000000000000,3.362112585893657,4.450658071365051,5.810965953674563
2094.000000000000,3.395673853456081,4.499150570453712,5.880717569715501
2095.000000000000,3.429177569183314,4.548681042496099,5.950025008271011
2096.000000000000,3.462596210431378,4.596716454786020,6.018712149663867
2097.000000000000,3.494457516620106,4.644480697930438,6.086626108491198
2098.000000000000,3.526017901766119,4.689657501816721,6.153901048899045
2099.000000000000,3.556015743161273,4.734679404550608,6.219620641943965
