Year,5%,Mean,95%
2015.000000000000,1.010285967774758,1.099247547477238,1.196468787211483
2016.000000000000,1.027753754711779,1.124936488752985,1.232380706085614
2017.000000000000,1.045768498432458,1.151127280611031,1.267276552476122
2018.000000000000,1.063368498105674,1.176866571917163,1.302330444132838
2019.000000000000,1.081300896354874,1.202266409356340,1.340350750624485
2020.000000000000,1.098654539785213,1.228768373007366,1.378903226607599
2021.000000000000,1.114052096759987,1.254123596395378,1.414332500609374
2022.000000000000,1.130232140427451,1.278778936706126,1.449860415203566
2023.000000000000,1.146167254061598,1.301780680427943,1.484397475914503
2024.000000000000,1.161122394217163,1.325222231966173,1.521392977191734
2025.000000000000,1.175604574476995,1.350618531064992,1.552925162305321
2026.000000000000,1.189768229429188,1.372619163208597,1.585592683944005
2027.000000000000,1.204514327446887,1.395754585027414,1.614728988672812
2028.000000000000,1.218856351014031,1.417280592175695,1.645861947083725
2029.000000000000,1.232814777127772,1.439774723556736,1.678248808934593
2030.000000000000,1.246874652623126,1.460753546223640,1.708361560103295
2031.000000000000,1.259753185410536,1.480469949857439,1.737507884577618
2032.000000000000,1.270556296118229,1.499200187983340,1.765484912339368
2033.000000000000,1.281696377240185,1.517611006752081,1.792770565340573
2034.000000000000,1.291473976248474,1.534261346711688,1.820492619007286
2035.000000000000,1.299266307520687,1.549817927987848,1.843521653239898
2036.000000000000,1.307635271082290,1.565240879938803,1.867629645131355
2037.000000000000,1.315347228111829,1.579491811560220,1.893450366441964
2038.000000000000,1.323293168817735,1.594629591979877,1.917318028763874
2039.000000000000,1.331534995524952,1.609538328946998,1.940528662945321
2040.000000000000,1.339642934842982,1.622439625103694,1.962036039852820
2041.000000000000,1.346727777709477,1.635165952080778,1.983618275380664
2042.000000000000,1.354334544084240,1.647946032549904,2.006871617099630
2043.000000000000,1.359253626710285,1.660422853861697,2.029218992646163
2044.000000000000,1.364642584769328,1.669689911267048,2.049021984932874
2045.000000000000,1.370174478217329,1.679842347156302,2.067024313370522
2046.000000000000,1.375088308876302,1.690823895480779,2.082946783003566
2047.000000000000,1.378215358878151,1.700404272460811,2.112893037214537
2048.000000000000,1.381058223241025,1.708019939207600,2.128091856838610
2049.000000000000,1.384713231056415,1.716008714023579,2.142829160381956
2050.000000000000,1.385745589833195,1.723816298541179,2.156089668421872
2051.000000000000,1.387556832138353,1.732702154789580,2.169123281379658
2052.000000000000,1.391785542769933,1.740365356126901,2.181836054725057
2053.000000000000,1.394137456632984,1.747410789332575,2.193510972893864
2054.000000000000,1.395253781119257,1.754036511707356,2.204807216232320
2055.000000000000,1.397690538587464,1.760044208879562,2.215678753582742
2056.000000000000,1.398037165187365,1.765643665303060,2.225334819749977
2057.000000000000,1.398942501964867,1.770448395184294,2.233615484769374
2058.000000000000,1.401268375470326,1.774362385331122,2.242317216702171
2059.000000000000,1.402425400320959,1.778051518656833,2.250150495544756
2060.000000000000,1.403041650386326,1.782696196832563,2.257247588568060
2061.000000000000,1.405418734387228,1.785852729610676,2.263809255413188
2062.000000000000,1.406355635398155,1.787993181462467,2.269791712902330
2063.000000000000,1.408127055833249,1.791742063615704,2.274116523463665
2064.000000000000,1.410168981864009,1.794761576753017,2.279494194574917
2065.000000000000,1.411076301432368,1.797476504564222,2.285248935435455
2066.000000000000,1.410641731865046,1.798835813291115,2.289981305811952
2067.000000000000,1.410876824470013,1.798589210699402,2.293074105742043
2068.000000000000,1.410725848341345,1.799042172604930,2.296298540896299
2069.000000000000,1.409967255576727,1.801170644543945,2.299917709164867
2070.000000000000,1.409463629662435,1.800509257194062,2.303786568050519
2071.000000000000,1.409144936028420,1.800176143187666,2.307275670902396
2072.000000000000,1.408099531978032,1.800643782234286,2.310121047838525
2073.000000000000,1.406717030312515,1.799682314148123,2.313491727963914
2074.000000000000,1.407026848722258,1.799241900677838,2.316333283422913
2075.000000000000,1.406321877010434,1.798608142345801,2.319976901007807
2076.000000000000,1.407041580330080,1.797969429189593,2.322319707635717
2077.000000000000,1.406602207009572,1.796334255951723,2.323878021055125
2078.000000000000,1.403537741154853,1.793544318509561,2.324984202085880
2079.000000000000,1.400259220900450,1.792229004266146,2.326365614857457
2080.000000000000,1.398355881502750,1.788891937784697,2.326129071817110
2081.000000000000,1.393610725629031,1.786833310705518,2.327203686906247
2082.000000000000,1.391900192186420,1.783811908684151,2.327554774386524
2083.000000000000,1.388847843520239,1.780553456859309,2.328883639620316
2084.000000000000,1.383839488382185,1.777842172579758,2.329567221292591
2085.000000000000,1.381853770216953,1.774576942397309,2.330611199061314
2086.000000000000,1.378968541637301,1.772189481602817,2.331366761842956
2087.000000000000,1.374163060368179,1.769013637213726,2.332965732845827
2088.000000000000,1.368898956217247,1.764498228313062,2.332888420531525
2089.000000000000,1.364901994617994,1.760809845225841,2.332466457442671
2090.000000000000,1.360256627395672,1.758729909026215,2.331471246822895
2091.000000000000,1.356950756895669,1.754315959794124,2.332649129806417
2092.000000000000,1.352560162192807,1.749871218244303,2.332515100366573
2093.000000000000,1.348302326392931,1.746275025118732,2.332138775696601
2094.000000000000,1.342932863215633,1.742477455193474,2.331450735368425
2095.000000000000,1.338564519109234,1.738994000067420,2.330311127104653
2096.000000000000,1.333901172743176,1.734824557628063,2.329500644865277
2097.000000000000,1.328776290290255,1.731581063903972,2.328148477429111
2098.000000000000,1.324557218774112,1.727422951833381,2.326610443974896
2099.000000000000,1.319652130358085,1.723633029300621,2.324612979548522
